file,line_no,id,speaker,text,category,arc,episode
283活动剧情/2025ホワイトデー スペシャルコミュ/25白情糸1.csv,3,4901900430010,小糸,"ぴぇ……！
あ、ありがとうございます……！",283活动剧情,2025ホワイトデー スペシャルコミュ,25白情糸1
283活动剧情/2025ホワイトデー スペシャルコミュ/25白情糸1.csv,4,4901900430020,小糸,宝石みたいで綺麗……,283活动剧情,2025ホワイトデー スペシャルコミュ,25白情糸1
283活动剧情/2025ホワイトデー スペシャルコミュ/25白情糸1.csv,5,4901900430030,小糸,だ、大事に食べますね……！,283活动剧情,2025ホワイトデー スペシャルコミュ,25白情糸1
283活动剧情/2025ホワイトデー スペシャルコミュ/25白情糸2.csv,3,4901900440010,小糸,"ぴぇ……！
あ、ありがとうございます……！",283活动剧情,2025ホワイトデー スペシャルコミュ,25白情糸2
283活动剧情/2025ホワイトデー スペシャルコミュ/25白情糸2.csv,4,4901900440020,小糸,"琥珀糖……ですよね
本物ははじめて見るかも……",283活动剧情,2025ホワイトデー スペシャルコミュ,25白情糸2
283活动剧情/2025ホワイトデー スペシャルコミュ/25白情糸2.csv,5,4901900440030,小糸,宝石みたいで綺麗……,283活动剧情,2025ホワイトデー スペシャルコミュ,25白情糸2
283活动剧情/2025ホワイトデー スペシャルコミュ/25白情糸2.csv,7,4901900440040,小糸,……！,283活动剧情,2025ホワイトデー スペシャルコミュ,25白情糸2
283活动剧情/2025ホワイトデー スペシャルコミュ/25白情糸2.csv,8,4901900440050,小糸,食べちゃうの、ちょっともったいないな……,283活动剧情,2025ホワイトデー スペシャルコミュ,25白情糸2
283活动剧情/2025ホワイトデー スペシャルコミュ/25白情糸2.csv,10,4901900440060,小糸,"あ、はい、もちろんです
お菓子ですもんね……！",283活动剧情,2025ホワイトデー スペシャルコミュ,25白情糸2
283活动剧情/2025ホワイトデー スペシャルコミュ/25白情糸2.csv,11,4901900440070,小糸,ちょっとずつ、大事に食べますね……！,283活动剧情,2025ホワイトデー スペシャルコミュ,25白情糸2
283活动剧情/5th Anniversary 当日スペシャルコミュ/5th Anniversary-ノクチル.csv,8,4901041060070,小糸,"ふ、不思議だなって思うんです
わたし……",283活动剧情,5th Anniversary 当日スペシャルコミュ,5th Anniversary-ノクチル
283活动剧情/5th Anniversary 当日スペシャルコミュ/5th Anniversary-ノクチル.csv,9,4901041060080,小糸,"と、透ちゃんとか円香ちゃんとか
雛菜ちゃんとか家族にも",283活动剧情,5th Anniversary 当日スペシャルコミュ,5th Anniversary-ノクチル
283活动剧情/5th Anniversary 当日スペシャルコミュ/5th Anniversary-ノクチル.csv,10,4901041060090,小糸,"だ、誰にも話してないことが言えちゃうから
プロデューサーさんには",283活动剧情,5th Anniversary 当日スペシャルコミュ,5th Anniversary-ノクチル
283活动剧情/Detective×Murder/special_communications_490103202.csv,17,4901032020090,小糸,"わ、わたしも……
『Ａ』については、気になってたけど……",283活动剧情,Detective×Murder,special_communications_490103202
283活动剧情/Detective×Murder/special_communications_490103202.csv,18,4901032020100,小糸,う、疑うって何を……？,283活动剧情,Detective×Murder,special_communications_490103202
283活动剧情/Detective×Murder/special_communications_490103211.csv,12,4901032110080,小糸,"あ……
な、なるほど……",283活动剧情,Detective×Murder,special_communications_490103211
283活动剧情/Detective×Murder/special_communications_490103211.csv,13,4901032110090,小糸,"で、でも……ドア、鍵……かかってるとこ多くて……
館の構造……わかりづらかった、ような……？",283活动剧情,Detective×Murder,special_communications_490103211
283活动剧情/Detective×Murder/【２日目】16_05-推理放棄.csv,17,4901032230090,小糸,"そ、そうですよ……！
さっき、みんなで足跡、確かめて……",283活动剧情,Detective×Murder,【２日目】16_05-推理放棄
283活动剧情/Detective×Murder/【２日目】16_08-贖罪の山羊２.csv,27,4901032370100,小糸,"ご、碁石のセットを見ていた、というのは
わたしも聞きました……！",283活动剧情,Detective×Murder,【２日目】16_08-贖罪の山羊２
283活动剧情/Detective×Murder/【２日目】16_08-贖罪の山羊２.csv,28,4901032370110,小糸,でも…………,283活动剧情,Detective×Murder,【２日目】16_08-贖罪の山羊２
283活动剧情/Detective×Murder/【２日目】16_52-密室からの脱出２.csv,21,4901032390090,小糸,"ご、ゴルフクラブだけ散らかってたら
怪しまれるから",283活动剧情,Detective×Murder,【２日目】16_52-密室からの脱出２
283活动剧情/Detective×Murder/【２日目】16_52-密室からの脱出２.csv,22,4901032390100,小糸,"本とかトロフィーもばら撒いて
部屋を荒らしたように見せかけた、ってことかな……？",283活动剧情,Detective×Murder,【２日目】16_52-密室からの脱出２
283活动剧情/Detective×Murder/【２日目】18_36-理由.csv,33,4901032320270,小糸,"あ……あの……！
ちょ、ちょっと待ってください……！",283活动剧情,Detective×Murder,【２日目】18_36-理由
283活动剧情/Detective×Murder/【２日目】18_36-理由.csv,34,4901032320280,小糸,"こ、凍らせたペットボトルを入れたバッグを持って
『Ａ』の部屋に行ったなら……",283活动剧情,Detective×Murder,【２日目】18_36-理由
283活动剧情/Detective×Murder/【２日目】18_36-理由.csv,35,4901032320290,小糸,"さ、最初から
殺すつもりだったはず……",283活动剧情,Detective×Murder,【２日目】18_36-理由
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,4,4901032150030,小糸,"う、うん
そうかもしれない、けど……",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,5,4901032150040,小糸,"それ以外の動機も、あったのかも……
『探偵』って恨みを買うものだし……",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,15,4901032150110,小糸,あ……わ、わたしは……,283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,16,4901032150120,小糸,"ろ、ロビーの隅に『Ａ』の手帳を見つけたので
それを持ってきて、読んでました……！",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,37,4901032150250,小糸,あ……あと……！,283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,38,4901032150260,小糸,"ここで寝てた時
天井の方から何か物音がした、って……",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,47,4901032150320,小糸,あ……はい,283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,48,4901032150330,小糸,"透ちゃんの部屋の上を通って降りるなら
どの辺りになりそうか、考えやすそうですね……",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,54,4901032150390,小糸,"ぴぇ……！
雨樋とか飾りを辿って……ってこと……？",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,55,4901032150400,小糸,"…………！
あ、あれ……！",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,59,4901032150440,小糸,"き、昨日はぬかるんでたから……
足跡、少ししか残ってないけど",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,60,4901032150450,小糸,"あ、歩き去るものだけで
ここに来た跡はないみたいです……！",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,61,4901032150460,小糸,なので──,283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,67,4901032150470,小糸,"わ、わたしもそうかなって……
屋敷の周りに『やってきて消えた』足跡がないので……",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,70,4901032150500,小糸,"天窓から出てここに降りた、のかな……？
屋敷の周りに『やってきて消えた』足跡がないし……",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,79,4901032150580,小糸,あ、あの……,283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,80,4901032150590,小糸,"て、天窓から出てここに降りた……
ってことはない、ですかね……？",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,81,4901032150600,小糸,屋敷の周りに『やってきて消えた』足跡がありませんし……,283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,82,4901032150610,小糸,"客室棟の窓から出て、透ちゃんの部屋の上を通って、
ここに降りるのも変な気がしますし……",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,89,4901032150670,小糸,"で、でも、足音がして、
足跡があるのも事実だから……",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/Detective×Murder/【２日目】午前-透・円香・小糸・雛菜.csv,90,4901032150680,小糸,"天窓から脱出してない、って
言い切れないんじゃないかな……",283活动剧情,Detective×Murder,【２日目】午前-透・円香・小糸・雛菜
283活动剧情/PiCNiC BASKET！/出るんだって、虹.csv,6,4001011090030,小糸,"み、みなさん……
や、やっぱりプライベートの写真も可愛いんですね……",283活动剧情,PiCNiC BASKET！,出るんだって、虹
283活动剧情/PiCNiC BASKET！/出るんだって、虹.csv,11,4001011090051,透＆円香＆小糸＆雛菜,…………,283活动剧情,PiCNiC BASKET！,出るんだって、虹
283活动剧情/PiCNiC BASKET！/出るんだって、虹.csv,15,4001011090090,小糸,"ぴぇ……！
で、でも……み、みなさんは加工とかじゃ……",283活动剧情,PiCNiC BASKET！,出るんだって、虹
283活动剧情/PiCNiC BASKET！/出るんだって、虹.csv,21,4001011090120,小糸,"うわぁ……！
透ちゃん……雛菜ちゃん……！",283活动剧情,PiCNiC BASKET！,出るんだって、虹
283活动剧情/PiCNiC BASKET！/出るんだって、虹.csv,27,4001011090160,小糸,"──って、わ……！
ま、円香ちゃんまで……！？",283活动剧情,PiCNiC BASKET！,出るんだって、虹
283活动剧情/World×Code/ビルの上で×軍人×駆け落ち-敵対ロマンス（小糸）.csv,2,4901021500010,小糸,"ほ、ほんとに大丈夫ですかね……
わたしたち………………",283活动剧情,World×Code,ビルの上で×軍人×駆け落ち-敵対ロマンス（小糸）
283活动剧情/World×Code/ビルの上で×軍人×駆け落ち-敵対ロマンス（小糸）.csv,3,4901021500020,小糸,"……だ、大丈夫なわけないですよね
軍人が、敵同士で、一緒に逃げるなんて……",283活动剧情,World×Code,ビルの上で×軍人×駆け落ち-敵対ロマンス（小糸）
283活动剧情/World×Code/ビルの上で×軍人×駆け落ち-敵対ロマンス（小糸）.csv,4,4901021500030,小糸,"も、もしばれて見つかったら、
きっとふたりとも──……",283活动剧情,World×Code,ビルの上で×軍人×駆け落ち-敵対ロマンス（小糸）
